"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11848","Valdiate Login Page","","Thu Jan 29 07:09:40 IST 2026","passed","Thu Jan 29 07:09:51 IST 2026","","ui\login.spec.js","",""
